RegionName,StateName,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11
"Clarksburg, WV",WV,4.86,3.03,1.38,0.73,0.55,1.19,3.85,8.62,8.26,8.53,8.81,6.51,2.84,1.65,2.2,3.94,6.33,6.42,7.34,6.88,7.16,6.06,5.32,5.41,5.5,4.31,3.49,1.93,0.92,1.01,1.74,3.21,4.04,5.05,6.79,8.07,7.43,3.76,1.47,1.1,3.39,6.97,7.52,7.61,8.72,9.17,9.08,7.8,7.06,5.69,4.22,3.3,2.66,3.12,4.68,7.89,9.54,9.36,7.98
"Victoria, TX",TX,6.7,7.25,7.8,9.08,9.27,8.72,5.32,3.94,3.58,4.86,6.61,6.97,3.85,1.56,1.28,1.47,2.29,2.48,2.94,3.39,4.77,6.06,4.4,2.39,1.19,0.73,0.37,0.28,0.64,0.92,1.65,4.22,4.68,3.76,2.75,2.57,2.66,3.12,3.49,4.95,6.24,6.79,5.69,5.23,5.5,5.96,6.15,5.41,4.59,3.03,2.02,2.2,4.04,7.43,8.44,8.53,8.26,6.51,4.13
"Talladega, AL",AL,5.32,5.14,5.05,4.59,3.76,2.57,3.67,4.4,3.58,3.21,3.3,3.03,2.2,0.83,0.55,0.92,1.74,2.11,1.93,1.28,1.65,1.19,1.01,1.56,2.02,2.94,4.68,4.95,6.15,6.42,7.34,7.52,7.61,7.71,7.8,7.89,8.17,8.26,7.98,8.07,8.35,8.44,8.53,8.62,8.72,9.27,9.72,10,9.08,8.99,8.81,9.63,9.91,9.36,9.54,9.45,9.82,9.17,8.9
"Dubuque, IA",IA,2.94,3.39,3.21,3.85,3.76,3.03,2.11,2.57,3.94,4.31,5.05,4.68,4.59,4.86,5.96,6.33,6.15,6.24,7.06,7.8,7.52,6.88,6.7,6.51,6.61,5.78,6.42,6.79,8.07,7.98,7.43,7.34,8.17,8.35,8.44,9.45,9.36,9.54,8.81,9.17,8.72,8.53,7.89,7.61,6.97,7.16,7.25,7.71,8.26,8.62,8.99,8.9,9.08,9.27,9.63,9.72,9.82,9.91,10
"The Villages, FL",FL,6.51,4.77,3.39,3.67,4.68,5.96,7.06,5.23,4.31,2.57,2.2,2.66,3.21,3.12,1.56,1.38,1.28,2.84,4.13,4.5,3.94,3.58,4.04,4.59,3.85,2.75,2.29,2.94,4.4,4.86,4.95,5.05,5.78,6.15,7.52,8.17,8.62,8.53,8.72,9.27,9.63,9.91,9.82,9.72,9.17,8.9,8.99,9.45,9.54,9.36,8.35,8.07,7.71,8.26,7.98,7.43,7.61,9.08,10
"Albertville, AL",AL,3.85,2.2,2.02,2.94,4.5,4.13,4.4,4.59,5.87,5.78,5.05,4.22,5.69,6.97,4.95,1.83,1.01,2.84,6.24,7.25,5.6,3.49,3.58,3.39,4.77,6.15,6.61,5.5,4.31,5.32,7.61,8.07,7.98,7.34,6.42,7.06,7.52,7.43,6.79,6.51,7.16,7.71,8.17,8.35,9.08,9.45,9.54,9.63,9.27,9.17,8.99,8.9,8.44,8.53,9.36,9.82,10,9.91,9.72
"Manhattan, KS",KS,5.87,4.4,3.39,5.32,9.36,9.91,9.82,9.63,9.27,8.35,7.25,6.24,6.42,8.07,8.99,7.8,6.33,4.86,5.14,5.41,8.44,9.72,10,9.54,6.15,5.5,7.89,9.17,7.43,4.31,3.21,3.85,3.94,3.12,2.02,1.93,2.11,2.94,4.5,7.61,9.08,8.9,6.7,5.05,4.13,2.75,2.29,1.28,2.48,4.59,7.98,8.17,7.71,5.78,4.22,3.03,1.38,1.83,3.49
"Parkersburg, WV",WV,6.79,5.6,4.4,3.67,4.77,8.07,8.9,8.53,7.34,5.32,4.31,3.58,3.12,2.75,1.74,2.02,2.94,5.23,8.99,9.54,9.36,7.52,5.69,4.5,3.85,3.21,2.11,1.38,0.92,1.47,3.03,5.78,8.44,7.89,5.96,5.87,5.41,6.15,6.06,6.42,6.7,7.16,8.26,9.08,9.27,8.72,7.98,7.06,7.25,6.51,4.95,5.05,6.88,9.45,9.82,10,9.91,9.72,9.63
"New Philadelphia, OH",OH,4.95,6.61,7.43,7.16,5.96,6.15,6.51,7.34,6.88,6.24,5.41,5.14,4.59,3.85,3.58,4.4,6.33,6.06,4.68,4.04,4.22,5.23,5.5,5.78,6.79,7.71,7.8,6.97,5.05,5.6,6.7,7.25,7.06,7.52,7.61,7.89,8.17,8.07,7.98,8.26,8.9,9.27,9.36,9.17,9.08,8.35,8.62,8.53,8.99,8.44,8.72,8.81,9.45,9.63,10,9.91,9.72,9.82,9.54
"Orangeburg, SC",SC,9.54,7.06,3.03,1.83,2.57,5.23,6.24,5.96,5.14,4.5,4.13,2.02,2.2,0.55,0.73,0.09,1.1,2.39,3.94,3.85,3.12,2.11,1.38,1.93,2.84,4.31,5.69,7.71,6.7,4.86,4.22,5.78,7.61,6.33,4.4,5.41,5.32,5.87,3.67,3.39,4.95,8.72,9.82,9.91,10,9.72,9.63,8.26,8.17,7.16,6.06,5.6,5.5,6.97,6.61,8.07,7.89,8.99,8.9
"Cheyenne, WY",WY,4.68,5.05,6.88,7.8,8.81,8.99,8.62,7.34,6.97,6.51,6.79,6.24,5.32,6.06,6.61,7.16,7.71,7.89,8.07,7.25,6.15,4.77,4.5,4.31,4.22,3.94,3.85,4.4,5.14,5.69,5.87,5.23,5.78,5.5,5.96,5.41,6.7,7.61,8.72,8.9,8.35,7.98,8.26,8.53,8.17,7.43,7.52,8.44,9.08,9.17,9.27,9.36,9.45,9.54,9.63,9.72,9.82,10,9.91
"New Castle, PA",PA,6.33,7.43,7.98,6.97,5.23,5.05,6.61,7.8,5.96,3.3,2.11,1.56,1.83,1.1,1.38,1.65,3.67,5.69,6.15,4.22,2.75,2.39,2.84,3.58,4.13,6.51,8.62,8.72,7.71,5.6,4.68,4.5,4.59,6.42,7.06,5.78,3.12,1.19,1.47,2.94,6.06,8.35,8.17,6.7,5.14,4.86,6.24,7.61,8.9,8.53,7.16,5.32,6.79,9.08,9.54,9.17,8.07,7.52,8.26
"Brainerd, MN",MN,7.34,6.33,6.06,5.05,5.41,5.87,6.15,5.6,4.68,4.22,4.13,4.5,5.23,4.95,4.59,3.85,3.67,3.21,3.76,4.31,4.77,5.32,5.14,4.86,4.04,3.94,3.12,3.49,4.4,5.78,7.43,6.79,6.42,5.96,6.24,6.51,7.06,6.61,7.52,7.61,7.71,7.89,7.98,8.17,8.26,8.81,8.99,9.08,8.62,8.53,8.44,8.72,8.9,9.27,9.54,9.63,9.72,9.45,9.36
"Kalispell, MT",MT,3.67,1.83,2.2,4.31,7.06,8.99,9.17,8.72,7.71,7.43,6.61,5.41,3.85,2.39,2.02,3.94,6.24,8.44,8.81,8.53,7.98,8.07,7.34,6.42,4.4,3.58,2.48,1.28,2.94,4.95,8.9,9.72,9.63,9.08,7.61,6.97,6.15,5.14,4.86,5.32,7.25,9.54,10,9.91,9.45,8.35,6.7,5.23,4.04,3.21,1.74,1.56,3.12,5.6,8.26,9.27,8.62,7.16,5.87
"Sevierville, TN",TN,2.29,1.83,1.74,1.56,1.38,1.93,2.75,3.49,4.59,4.86,5.87,5.78,5.5,5.14,5.6,5.05,5.96,6.24,6.33,6.79,6.61,6.7,6.42,6.51,6.88,6.97,7.06,7.16,7.25,7.8,7.71,7.52,8.07,7.98,7.43,7.34,7.61,8.17,7.89,8.26,8.35,8.81,9.17,9.08,8.99,8.62,8.53,8.44,8.72,8.9,9.27,9.45,9.82,9.63,9.36,9.54,9.72,9.91,10
"Ames, IA",IA,6.79,7.52,9.17,9.63,9.72,9.54,6.88,5.32,4.68,5.41,5.69,6.33,6.15,4.22,4.77,5.23,8.07,8.35,8.99,7.43,6.51,6.7,5.6,6.42,5.05,6.06,6.61,6.97,7.8,8.81,9.45,9.36,8.62,7.25,6.24,4.86,5.96,7.71,8.17,8.53,8.44,9.08,7.61,5.78,4.95,3.94,3.85,3.03,3.3,2.94,4.59,3.49,2.84,2.29,2.48,2.66,3.39,4.04,3.58
"Bozeman, MT",MT,3.49,4.31,4.68,5.32,5.41,5.5,5.87,5.96,6.33,6.61,6.24,5.69,4.95,4.59,5.05,6.42,6.88,7.43,7.06,7.16,7.52,7.61,7.8,7.89,8.44,8.62,8.35,8.07,8.26,8.81,8.9,9.27,9.08,9.63,9.45,9.72,9.54,9.36,9.17,9.82,9.91,10,8.99,8.72,8.53,8.17,7.98,7.71,6.79,5.6,4.86,3.94,4.5,3.76,4.4,4.13,4.22,3.85,3.3
"Moses Lake, WA",WA,4.68,4.77,4.86,4.95,5.05,5.23,5.41,5.14,5.32,5.5,5.6,5.69,5.78,5.96,5.87,6.06,6.15,6.33,6.24,6.42,6.51,6.61,6.7,6.79,6.88,6.97,7.16,7.06,7.34,7.25,7.43,7.52,7.61,7.71,7.8,7.89,7.98,8.17,8.07,8.35,8.26,8.53,8.44,8.62,8.72,8.9,8.81,8.99,9.27,9.08,9.36,9.17,9.45,9.54,9.91,9.72,9.63,9.82,10
"Elmira, NY",NY,1.1,0.73,0.64,0.46,0.37,0.18,0.09,0.28,0.55,1.38,2.39,4.13,4.77,4.22,2.75,1.83,1.65,1.28,0.92,0.83,1.01,1.19,1.56,1.74,2.48,3.21,5.05,6.24,6.79,7.34,7.43,7.06,5.78,6.06,6.61,6.7,4.95,3.03,1.93,2.29,3.12,4.31,5.41,6.97,7.61,6.88,5.23,3.94,3.76,4.59,5.5,6.15,7.16,8.26,9.27,9.36,8.72,8.07,8.17
"Meadville, PA",PA,5.69,7.71,9.17,8.81,5.96,3.49,2.48,2.84,4.77,6.15,7.06,6.97,5.87,3.21,1.65,2.02,3.39,3.76,2.94,2.39,2.66,3.58,3.12,2.29,1.93,3.03,4.4,5.14,4.95,5.32,6.24,7.52,7.89,7.61,6.88,7.25,7.8,8.17,8.35,8.72,9.45,9.91,10,9.82,9.36,8.62,7.43,6.7,6.51,6.79,6.42,5.05,4.31,5.41,7.16,8.53,7.98,8.44,9.08
"Beaver Dam, WI",WI,3.58,4.68,4.22,3.3,2.11,2.94,5.14,6.15,5.96,5.32,4.59,4.5,5.5,5.69,5.05,3.49,2.66,3.94,6.06,6.42,6.88,6.7,6.61,6.51,6.79,6.97,7.06,7.71,8.53,9.27,8.07,7.61,7.43,7.52,7.8,7.89,8.26,9.36,9.82,10,9.91,9.72,8.72,8.62,8.9,9.54,9.45,9.63,9.08,8.17,7.25,7.16,7.34,7.98,9.17,8.81,8.44,8.35,8.99
"Pinehurst-Southern Pines, NC",NC,4.68,5.14,4.95,4.77,4.86,5.32,5.78,5.96,5.87,5.6,5.69,5.5,5.23,5.05,5.41,6.06,6.7,6.33,6.97,6.61,7.61,6.51,6.42,6.15,6.24,6.88,7.43,7.34,7.06,7.52,7.71,7.98,8.17,8.62,8.72,8.9,8.44,8.99,8.81,9.08,9.36,9.91,10,9.82,9.27,8.53,8.26,7.89,7.8,7.16,6.79,7.25,8.07,8.35,9.17,9.45,9.63,9.54,9.72
"Ukiah, CA",CA,0.73,0.09,0.55,0.83,1.65,1.83,3.21,3.58,3.76,4.22,5.05,6.33,5.41,3.12,1.28,1.56,2.11,4.04,5.23,6.79,6.51,3.94,2.29,1.1,1.38,2.57,2.75,4.13,4.59,7.16,6.61,6.42,6.97,8.53,9.08,9.45,8.9,9.17,9.36,8.62,8.81,8.99,9.63,9.72,9.82,8.72,7.25,7.34,9.27,9.91,10,9.54,7.61,4.68,5.32,6.88,7.8,7.71,7.98
"Hermiston-Pendleton, OR",OR,3.76,3.85,4.5,6.7,8.35,8.07,8.17,7.52,7.43,6.61,6.24,5.05,4.22,2.94,2.75,3.58,4.77,6.33,6.42,6.06,5.32,5.41,5.5,5.78,3.49,1.38,0.37,0.46,0.83,3.03,5.87,7.61,8.72,8.26,7.71,7.25,6.97,7.16,6.15,5.14,5.23,7.34,9.36,9.82,9.45,8.99,8.44,9.08,9.17,9.27,8.53,8.62,8.81,9.54,9.72,10,9.91,9.63,8.9
"Lufkin, TX",TX,4.04,2.02,0.73,0.92,2.11,1.93,2.84,3.39,3.76,3.12,1.65,0.83,4.5,8.44,10,9.45,7.71,7.16,7.89,8.07,7.06,6.15,5.69,4.22,1.74,1.38,1.47,1.83,0.64,1.1,3.21,4.86,5.87,5.41,5.5,6.88,7.61,7.43,6.79,7.25,8.72,9.27,9.08,8.99,8.81,8.62,8.17,7.8,6.24,5.78,4.95,6.7,7.98,9.54,9.63,8.9,8.26,9.17,9.91
"Zanesville, OH",OH,2.11,1.93,2.57,2.29,3.94,4.86,6.51,6.79,7.06,7.34,7.16,6.7,5.96,5.78,6.15,6.24,5.6,5.05,6.42,7.61,7.8,6.61,5.5,5.69,4.59,4.4,2.48,2.84,3.49,5.23,7.52,8.07,8.17,8.53,8.9,8.81,8.26,7.71,5.32,4.77,6.06,8.44,9.54,9.91,10,9.82,9.27,8.99,8.72,8.35,7.89,7.25,7.98,9.08,9.63,9.72,9.45,9.36,9.17
"Corvallis, OR",OR,3.39,3.12,3.3,4.5,5.96,6.51,6.06,5.14,5.41,6.15,6.61,6.79,6.97,6.7,7.25,7.06,7.16,6.42,6.24,5.69,5.6,5.87,5.32,5.05,5.23,5.5,5.78,6.33,6.88,7.43,7.71,7.52,7.34,7.61,7.89,8.44,9.45,9.54,9.82,10,9.91,9.36,8.9,8.53,8.99,8.72,8.81,8.17,8.26,9.08,9.17,9.72,9.63,9.27,8.62,8.35,8.07,7.98,7.8
"Bloomsburg, PA",PA,3.58,3.3,2.02,1.19,1.28,3.03,7.25,8.81,9.08,9.36,9.63,9.17,6.79,2.94,1.56,2.11,4.86,8.35,8.53,7.43,7.52,7.89,7.8,6.42,4.13,3.85,5.5,7.34,7.16,5.6,4.59,5.14,5.87,5.23,4.68,4.5,3.12,1.93,0.92,0.73,1.65,3.94,8.9,9.91,9.82,9.27,8.44,7.61,6.7,6.24,5.69,4.95,5.41,6.51,8.17,8.62,8.72,8.99,9.54
"Russellville, AR",AR,2.02,1.47,2.29,4.13,5.78,7.06,6.06,4.4,2.66,2.2,3.39,4.59,5.69,6.42,5.23,5.05,5.32,6.24,6.51,6.61,5.87,5.5,5.14,6.15,6.79,6.33,6.7,6.97,7.61,7.52,7.8,7.89,8.44,7.98,8.07,8.26,8.17,8.53,7.71,6.88,4.86,4.5,5.41,7.43,9.08,9.27,9.17,8.99,8.35,7.34,8.72,9.72,10,9.91,9.82,9.36,9.45,9.54,9.63
"Branson, MO",MO,2.75,4.86,6.51,7.16,4.04,3.58,3.67,5.32,7.89,8.44,7.71,5.6,3.39,0.83,0.46,2.39,3.21,3.03,2.2,2.66,3.12,3.49,4.5,5.5,6.06,5.14,5.05,4.68,4.77,5.23,5.96,6.61,5.87,6.88,8.26,9.08,9.36,9.63,9.54,9.82,9.91,10,9.72,9.27,8.99,8.72,7.34,5.69,6.24,7.52,8.35,7.8,6.97,7.25,7.43,8.17,8.07,8.53,8.81
"Watertown, WI",WI,2.48,4.31,4.95,4.22,1.83,1.28,1.93,3.49,3.85,3.94,3.58,3.39,3.03,3.67,4.77,5.5,5.14,4.86,5.05,5.69,6.06,6.42,6.97,6.88,6.79,6.51,6.7,7.06,7.25,7.34,7.52,7.43,7.61,7.71,8.07,8.44,7.98,7.8,7.89,8.26,8.9,8.17,8.53,8.35,8.81,8.99,9.08,9.45,9.36,9.17,8.62,8.72,9.27,9.82,9.91,9.63,9.54,9.72,10
"Midland, MI",MI,0.55,0.92,1.28,1.1,1.01,1.56,1.93,2.48,2.75,3.03,3.21,2.66,2.39,2.29,2.94,3.58,4.04,3.85,3.94,4.13,4.59,5.14,5.69,5.87,6.42,6.61,6.51,6.06,5.96,6.7,7.16,7.34,7.06,6.79,6.88,7.43,7.8,7.98,8.07,8.26,8.35,8.62,8.53,8.44,8.72,8.99,9.54,9.63,9.45,9.27,8.9,8.81,9.17,9.72,10,9.91,9.82,9.36,9.08
"Opelousas, LA",LA,4.13,5.14,4.4,4.04,2.29,2.48,2.2,3.76,5.78,8.07,7.8,7.52,7.43,7.34,7.16,6.79,6.42,4.95,3.03,1.93,1.19,1.1,1.47,2.94,4.77,6.06,5.41,4.59,3.85,5.05,4.86,3.94,3.58,4.22,5.23,6.51,7.06,8.17,8.53,8.72,8.99,8.81,8.62,7.98,6.97,5.96,6.15,5.32,3.39,2.66,2.57,3.49,3.3,2.39,3.12,4.31,5.87,5.6,6.61
"Pocatello, ID",ID,1.1,1.28,0.55,0.73,0.92,2.84,3.76,4.31,4.5,4.13,3.94,3.39,3.21,2.75,3.3,3.85,4.86,5.5,5.32,5.05,5.41,4.95,4.68,4.04,3.49,2.39,1.38,0.83,1.65,3.67,5.14,5.69,6.33,6.24,5.96,5.23,4.4,4.22,4.77,6.06,7.25,7.8,7.71,6.79,6.15,5.78,5.6,5.87,6.42,6.61,6.51,6.7,7.34,7.61,7.43,7.16,6.88,6.97,7.06
"Kokomo, IN",IN,5.41,5.96,4.86,2.11,1.74,2.39,5.32,6.51,6.7,6.88,7.06,6.97,6.42,4.22,2.02,1.65,1.83,2.66,3.3,3.21,3.39,4.04,4.68,5.23,5.6,5.87,6.61,7.43,8.62,8.53,7.8,7.34,7.16,7.25,7.71,7.98,8.07,8.72,9.45,9.91,10,9.82,9.72,9.36,9.08,8.81,8.26,8.35,9.17,9.54,9.27,8.17,7.61,7.52,7.89,8.44,8.9,8.99,9.63
"Grants Pass, OR",OR,2.02,2.48,2.66,2.94,3.76,5.05,5.69,6.06,5.96,6.88,7.71,8.9,7.43,5.41,4.68,5.6,7.52,9.17,8.17,7.34,6.33,7.98,8.72,8.99,9.27,8.44,6.79,6.42,7.8,8.62,9.08,8.53,9.45,9.36,9.63,9.54,9.72,9.91,10,9.82,8.81,6.51,7.16,7.25,7.61,6.7,6.61,8.07,8.26,7.89,5.87,4.59,4.04,4.22,5.23,6.15,7.06,6.97,8.35
"Huntsville, TX",TX,5.32,5.14,6.88,7.43,7.8,7.71,7.89,8.35,8.62,8.81,9.36,9.82,9.63,9.27,9.17,9.45,9.91,9.72,9.54,8.9,8.72,8.53,7.25,5.6,4.77,4.68,5.05,7.16,8.17,8.44,8.07,8.26,7.98,7.34,6.51,5.23,7.52,9.08,10,8.99,7.61,6.15,5.69,6.06,6.7,6.79,6.97,7.06,6.24,4.5,3.85,4.31,4.86,5.5,6.42,6.61,6.33,5.87,5.96
"Plattsburgh, NY",NY,2.39,3.76,3.39,3.85,4.04,5.69,6.24,6.15,5.32,4.95,4.31,4.68,3.67,2.84,1.93,1.01,0.73,0.28,0.55,0.83,3.49,3.03,4.22,5.23,6.7,7.34,8.72,9.17,9.36,9.54,9.27,9.08,8.26,7.61,6.97,7.16,7.71,8.07,7.89,7.52,7.43,7.98,7.25,7.06,7.8,8.53,8.9,8.81,8.44,8.17,8.35,8.62,8.99,9.45,9.91,10,9.82,9.63,9.72
"Grand Island, NE",NE,8.26,8.9,3.85,3.39,2.84,5.32,3.49,2.66,3.03,3.67,4.22,4.5,5.5,4.13,2.48,1.01,0.83,1.19,1.56,1.93,1.65,1.74,1.47,1.83,2.39,2.94,4.95,6.33,6.42,5.41,6.61,7.61,9.08,8.62,8.17,5.14,5.6,5.05,7.16,6.15,6.97,6.88,7.52,7.34,8.07,9.36,8.99,8.81,5.87,5.78,5.23,7.25,7.71,7.8,7.43,7.06,5.69,4.4,3.21
"Danville, IL",IL,5.78,4.04,2.39,1.38,0.55,0.46,1.47,2.75,2.29,1.56,0.37,2.02,6.06,9.63,9.54,7.89,3.85,3.58,5.96,8.62,8.9,8.53,9.17,8.72,7.25,5.69,4.59,3.67,2.66,4.31,5.5,6.97,7.71,8.07,9.36,8.17,6.61,4.22,2.84,3.3,3.76,5.05,4.86,5.32,6.51,7.8,9.08,9.27,9.45,6.88,3.94,0.64,0.92,2.11,5.6,7.52,8.35,8.44,8.81
"Manitowoc, WI",WI,2.66,2.57,2.84,1.74,0.46,0.28,0.73,2.02,2.39,3.58,4.77,6.61,6.51,6.24,5.32,4.59,4.68,5.96,6.42,5.78,4.4,4.22,5.23,5.69,5.41,4.5,3.94,3.85,4.04,4.86,6.15,7.16,7.61,8.44,8.35,7.71,7.8,8.17,8.26,7.52,7.25,7.89,8.53,8.81,8.72,8.62,8.9,8.99,9.17,9.08,9.27,9.63,9.91,10,9.82,9.72,9.45,9.36,9.54
"Great Falls, MT",MT,3.67,2.84,1.56,1.38,1.93,5.5,7.25,8.07,6.97,6.79,5.6,4.4,3.85,3.03,3.21,3.94,5.41,6.06,5.69,4.68,4.13,4.95,5.05,5.23,4.5,4.86,6.24,7.98,9.82,8.99,7.71,6.51,6.88,7.61,9.17,9.08,8.9,8.53,8.81,8.26,9.36,9.72,9.91,9.27,8.35,7.52,7.89,8.72,9.63,9.45,7.8,6.61,6.15,7.34,8.62,8.44,7.43,7.16,7.06
"Wilson, NC",NC,4.68,3.94,5.05,3.03,2.02,1.1,0.92,0.83,0.64,0.55,0.46,0.37,0.09,0.18,0.28,0.73,1.01,4.59,5.69,6.33,6.15,5.78,5.6,5.5,5.41,5.23,4.4,4.95,5.32,5.87,6.06,6.24,6.42,6.61,6.7,6.97,7.43,7.89,7.52,7.34,7.61,8.44,8.62,8.35,7.98,8.07,8.17,7.71,7.25,6.79,6.88,7.06,7.8,8.26,8.72,8.81,8.99,8.9,9.08
"Cullman, AL",AL,1.19,3.49,6.51,6.97,4.59,2.02,1.1,0.64,1.38,0.83,1.56,1.01,0.73,0.18,0.09,0.28,0.92,2.11,4.22,5.78,6.61,6.7,6.42,5.96,5.6,5.14,3.76,2.66,2.29,2.48,2.84,3.94,5.05,6.33,6.79,7.34,6.24,5.69,5.23,7.16,7.61,7.8,7.71,7.89,7.98,8.07,7.43,6.06,4.4,4.13,4.31,4.04,4.68,4.77,5.87,6.15,7.06,6.88,7.25
"Olean, NY",NY,2.66,1.74,0.92,1.19,1.65,4.77,7.61,8.62,6.42,4.59,3.58,3.39,2.75,2.94,3.03,3.49,3.85,4.13,5.23,6.33,7.34,7.06,5.69,4.86,4.04,3.21,4.22,5.5,7.89,6.7,7.52,5.78,6.51,5.32,6.88,7.25,8.81,8.72,8.53,7.8,7.16,8.35,8.26,8.99,8.44,8.9,9.08,9.45,9.54,9.72,9.27,8.17,7.98,9.17,9.82,10,9.91,9.63,9.36
"Auburn, NY",NY,3.85,4.77,5.14,3.21,0.83,0.37,2.66,5.05,5.41,4.95,4.22,4.4,5.5,5.96,6.42,6.61,6.33,5.78,5.87,6.06,7.06,7.34,7.52,6.97,6.51,6.15,6.24,6.7,8.17,8.53,8.35,7.71,6.88,7.25,7.16,7.8,7.98,8.07,7.89,7.61,7.43,8.26,8.44,8.62,8.81,9.08,9.45,9.36,9.54,9.17,8.99,9.27,9.63,9.82,9.91,10,9.72,8.9,8.72
"Athens, TX",TX,2.2,3.3,4.04,4.95,3.94,3.03,2.11,2.75,3.39,4.5,5.41,5.96,5.78,6.15,6.33,6.7,6.06,5.14,3.67,4.4,3.49,3.76,5.32,6.79,7.61,7.98,8.17,8.62,7.89,7.43,6.88,7.71,7.8,7.52,7.25,7.06,6.97,7.16,7.34,8.07,9.17,9.72,10,9.91,9.82,9.63,9.54,9.27,8.9,8.53,8.26,8.35,8.44,8.72,8.81,8.99,9.36,9.45,9.08
"Oak Harbor, WA",WA,4.31,4.68,4.86,4.95,5.05,5.78,6.33,5.87,5.5,5.23,5.14,5.41,5.6,5.32,5.69,6.97,7.89,8.35,7.25,6.24,5.96,6.42,6.79,6.7,6.61,6.51,6.06,6.15,6.88,7.34,7.52,7.61,8.07,8.26,8.62,8.72,9.63,9.17,8.99,9.72,9.82,10,9.91,9.45,8.44,8.17,7.71,7.8,7.43,7.06,7.16,7.98,8.81,9.27,8.53,8.9,9.08,9.36,9.54
"Chillicothe, OH",OH,1.1,1.01,1.38,1.56,3.3,5.5,5.96,5.14,2.66,2.75,3.58,4.95,5.23,4.77,5.6,4.31,2.48,0.28,0.09,0.18,1.93,3.39,4.13,5.69,6.42,7.06,6.88,6.51,6.61,7.16,7.25,7.43,7.61,8.26,8.9,8.53,6.79,6.06,6.33,7.34,9.27,8.07,7.71,8.17,9.63,9.54,9.17,8.35,9.08,9.45,9.82,9.91,10,9.72,9.36,8.99,8.81,8.62,8.72
"Hinesville, GA",GA,5.5,4.68,2.84,2.75,4.13,5.14,4.95,3.39,3.85,6.06,8.72,8.9,8.81,6.7,4.4,2.66,3.21,3.58,5.23,6.42,7.61,7.34,6.33,5.41,3.76,3.49,2.57,2.48,2.94,4.5,6.24,6.51,7.06,6.15,5.05,3.94,3.67,4.22,4.59,4.86,5.32,5.6,6.79,5.87,6.61,5.69,6.88,7.71,8.17,8.44,7.98,8.26,8.35,8.62,7.8,7.43,7.16,7.52,7.25
"Somerset, PA",PA,3.94,6.61,9.27,9.72,9.82,8.62,6.24,1.38,0.64,0.37,3.12,3.76,4.5,2.48,3.49,5.5,8.07,7.61,6.51,4.59,5.23,6.7,8.26,8.9,8.72,6.88,2.57,0.73,1.93,5.69,7.34,6.15,3.21,1.56,1.01,2.11,2.75,2.39,1.65,0.83,3.03,5.87,8.53,6.97,5.05,4.13,3.67,4.31,5.6,7.98,9.17,10,8.99,8.81,7.89,9.45,9.63,9.91,9.54
"Warsaw, IN",IN,4.22,3.67,3.03,2.75,2.57,2.84,3.12,3.49,3.58,4.13,4.77,4.95,5.14,5.23,5.6,5.69,6.33,5.96,6.24,6.42,6.51,6.61,6.7,6.79,6.88,6.97,7.06,7.16,7.25,7.34,7.43,7.52,7.61,7.71,7.8,7.89,7.98,8.07,8.17,8.26,8.35,8.44,8.53,8.81,9.36,9.91,10,9.82,9.17,8.99,8.62,8.72,8.9,9.08,9.45,9.63,9.27,9.54,9.72
"Stillwater, OK",OK,5.05,3.85,3.49,2.94,3.3,4.5,5.69,6.61,6.51,5.96,4.31,4.59,4.4,5.14,4.77,4.86,4.95,5.23,5.5,5.41,5.6,6.42,6.7,6.79,6.88,7.71,7.8,7.52,7.25,7.06,6.97,7.43,7.89,8.99,9.36,9.54,8.44,7.61,7.98,9.17,9.91,10,9.82,9.72,9.63,9.27,8.07,7.16,7.34,8.62,9.08,9.45,8.9,8.81,8.72,8.53,8.26,8.17,8.35
"Quincy, IL",IL,9.72,9.36,9.08,3.12,2.02,1.93,5.87,8.26,7.61,9.17,7.34,7.8,4.86,5.05,3.03,2.29,2.66,4.5,6.51,6.06,7.06,8.72,9.82,10,6.97,4.04,2.48,3.21,3.58,4.4,4.31,4.59,5.41,7.43,9.63,9.91,9.45,5.78,3.49,1.1,1.28,1.65,3.85,5.14,6.24,6.88,7.89,8.99,9.27,7.25,3.76,1.74,1.01,1.56,3.39,5.5,6.79,8.35,8.81
"Keene, NH",NH,2.66,4.04,4.77,3.94,1.56,1.47,3.03,5.87,6.51,6.15,5.14,4.22,3.76,2.94,2.84,2.57,4.59,5.32,6.33,6.42,6.24,6.06,5.41,5.69,5.5,5.6,5.78,6.7,7.71,9.36,7.52,7.25,7.06,7.8,9.54,9.82,9.08,8.53,8.26,9.72,9.91,10,9.45,8.81,8.35,8.17,8.07,7.98,8.72,8.9,7.89,7.43,7.61,8.99,9.63,9.17,8.44,8.62,9.27
